Punto_COD;Punto_Nombre;IFSN;ICA 5;ICA 6;Caudal (L/s) (L/s);Temperatura Agua (°C) (°C);Temperatura Ambiente (°C) (°C);Conductividad (uS/cm) (uS/cm);pH (Uds. pH) (Uds. pH);Oxigeno Disuelto (mgO 2 /L) (mgO2/L);Turbiedad (NTU);pH medido en el laboratorio (pH);Color Verdadero (Pt/Co);Sólidos Totales (mg/L);Sólidos Suspendidos Totales (mg/L);Alcalinidad Total (mg CaCO3/L);Dureza Total (mg CaCO3/L);Demanda Química de Oxígeno (total o soluble) (mg O2/L);Demanda Bioquímica de Oxígeno (total o soluble) (mg O2/L);Oxígeno Disuelto (mg O2/L);Nitrógeno Total (mgN/L);Nitratos (mgN-NO3/L);Nitritos (mgN-NO2/L);Fosfatos (mgP-PO4-3/L);Fósforo Total (mgP-PO4-3/L);Cloruros (mg Cl-/L);Sulfatos (mg SO4-2/L);Grasas y/o Aceites (mg/L);Detergentes (SAAM) (mg SAAM/L);Coliformes Totales (E + 1) (NMP/100mL);E. Coli (E + 1) (NMP/100mL);Fecha;Hora;Altura - Punto Monitoreo
49;RIO RISARALDA, PUENTE UMBRIA;73;0.76;0.78;14880;19.5;26.1;64.2;6.97;7.79;10.1;7.56;20;96.3;42.1;31.6;32.3;< 20;1;-;-;* 0.52;0.0081;0.108;-;< 1.5;8.6;1.1;< 0.025;64880;11370;2016-11-08;01:30:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;76;0.77;0.78;6674;18.2;22.4;90;7.34;8.37;3.6;7.61;10;77.8;11.2;45.3;38.5;< 20;1.1;-;-;0.43;< 0.01;0.104;-;< 1.5;9.2;1.3;*;86640;26030;2017-02-14;11:40:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;73;0.74;0.75;8453;19.9;26.1;114.8;8.18;8.48;4.4;8.04;10;82.4;9.8;43.5;39.7;< 20;< 1;-;-;0.35;< 0.01;< 0.09;-;< 1.5;< 7;-;-;68670;6440;2017-07-11;11:40:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;65;0.53;0.6;-;16.9;24.6;47.8;7.24;8.32;130;7.61;70;365;289;18.8;42.2;36.4;1.4;-;-;0.88;< 0.01;0.18;-;< 1.5;14.5;3.9;*;98040;24810;2017-10-03;10:50:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;75;0.74;0.74;7348;19.3;23.2;122.9;8.22;8.51;4;8.27;10;79.8;9.4;49.9;44.9;< 20;< 1;-;-;0.38;< 0.01;0.116;-;< 1.5;< 7;1;< 0.025;86640;16070;2018-02-06;10:40:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;74;0.77;0.78;5683;20.5;24.7;97.8;7.96;8.03;4.2;7.93;20;80.1;9;44.0;43.7;< 20;1.8;-;-;0.53;< 0.01;0.108;-;< 1.5;< 7;11.2;< 0.025;72700;18500;2018-08-21;10:45:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;71;0.73;0.75;-;19.3;24.6;87.9;7.67;7.9;23.5;7.67;30;150;87.5;34.5;35;< 20;1.7;-;-;0.96;< 0.01;0.288;-;< 1.5;16.1;-;-;96000;28800;2018-11-20;10:25:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;74;0.77;0.79;11733;19.3;24.6;76.8;7.65;8.05;6;7.7;20;85.3;14.4;32.7;32.1;< 20;< 2;-;-;0.503;< 0.0091;0.1;-;< 1.5;7.6;-;-;64880;14300;2019-06-04;11:00:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;72;0.77;0.76;4020;21.1;27.5;122;8.05;7.76;2.1;8.12;20;95.2;9.2;52.2;51.6;< 20;< 2;-;-;0.524;0.0129;< 0.09;-;< 1.5;< 7;0.68;< 0.025;68670;9330;2019-09-03;10:50:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;Faltan variables;Faltan variables;Faltan variables;13742;18.3;22.4;79.6;7.71;7.89;15;7.74;40;-;-;30.6;33.5;< 20;< 2;-;-;0.602;0.0102;0.125;-;< 1.5;7.2;-;-;68670;16070;2019-11-12;10:50:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;76;0.77;0.77;4526;21.6;24.9;115;7.94;7.74;2.1;7.94;20;95;5.8;52.0;46.9;< 20;< 2;-;-;0.263;0.0153;0.143;-;< 1.5;< 5;-;-;77010;7380;2020-03-03;11:10:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;75;0.77;0.78;11327;18.3;22;82.3;7.64;8.35;11.3;7.41;20;102;18;32.2;29.3;< 20;< 2;-;-;0.23;< 0.0091;< 0.09;-;< 1.5;< 5;0.45;< 0.025;98040;23330;2020-09-01;10:25:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;74;0.77;0.79;10942;19;24.3;71.1;7.59;7.97;4.75;7.78;20;73;15.2;33.7;33.6;< 20;< 2;-;-;0.27;< 0.0091;0.111;-;0.49;< 5;1.75;< 0.025;120330;26130;2020-11-03;10:45:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;75;0.77;0.78;12692;18.2;22.4;95.6;7.87;8.22;2.7;7.7;20;88;11.7;40.3;38.6;< 20;< 2;-;-;0.301;0.0111;< 0.09;-;< 5;< 5;2.2;< 0.025;81640;10760;2021-07-06;10:00:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;72;0.77;0.77;17875;18.1;24.5;105.7;7.79;8.08;7.9;7.61;30;96;27.5;33.9;26.2;< 20;< 2;-;-;0.296;< 0.0091;0.126;-;< 5;5.32;0;< 0.025;64880;32550;2021-09-07;10:10:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;72;0.72;0.75;-;19;24.3;65.9;7.55;8.13;25;7.74;50;149;106;31.4;30.6;< 20;< 2;-;-;0.246;0.0129;0.098;-;< 5;< 5;2.05;< 0.025;104620;10430;2021-11-30;10:45:00;1274.649555
